the_geom,OBJECTID,date no time,Month-num,Month,Helper,Year,Rainfall in mm,date_,country,nearest_pl,hazard_typ,landslide_,trigger,fatalities,injuries,location_a,landslide1,near,distance,State,,population,latitude,longitude
POINT (93.68840000000016 27.103200000000097),786,7/19/2011,7,Jul,Arunachal Pradesh 2011,2011,531.4,07/19/2011 07:00:00 AM +0000,India,"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)",landslide,Landslide,Downpour,3,0,Known_within_10_km,Medium,Naharlagun,0.6921,Arunachal Pradesh,,30832,10.077,76.322
POINT (93.68850000000012 27.103400000000107),789,8/5/2011,8,Aug,Arunachal Pradesh 2011,2011,277.6,08/05/2011 07:00:00 AM +0000,India,Itanagar,landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Naharlagun,0.67751,Arunachal Pradesh,,30700,27.3543,88.6428
POINT (74.8760000000001 32.73700000000006),790,8/11/2011,8,Aug,Kashmir 2011,2011,131.2,08/11/2011 07:00:00 AM +0000,India,On circular road near Panjtirthi,landslide,Landslide,Rain,1,0,Known_within_1_km,Medium,Jammu,0.66185,Kashmir,,899094,26.1844,91.7896
POINT (78.77530000000014 30.150000000000063),791,6/30/2011,6,Jun,Uttarakhand 2011,2011,223.1,06/30/2011 07:00:00 AM +0000,India,"Pauri-Safdarkhal road, blocked at Khundadhar",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Pauri,0.64758,Uttarakhand,,5051,15.2932,74.1447
POINT (75.55260000000011 33.14880000000008),795,4/17/2011,4,Apr,Kashmir 2011,2011,89,04/17/2011 07:00:00 AM +0000,India,"Kundial village(?) or Bopa Pull(?) of Kashtigarh(Kastigarh )(?) or Bhogal village(?), Doda district, Jammu",landslide,Landslide,Downpour,5,0,Unknown,Medium,Doda,0.6057,Kashmir,,6758,29.4085,80.1327
POINT (77.17000000000014 31.10000000000011),800,7/12/2011,7,Jul,Himachal Pradesh 2011,2011,177.7,07/12/2011 07:00:00 AM +0000,India,Down town Shimla,landslide,Landslide,Downpour,0,0,Known_within_1_km,Small,Shimla,0.58675,Himachal Pradesh,,899094,26.1475,91.7356
POINT (88.46590000000012 27.063800000000096),811,6/20/2011,6,Jun,Bengal 2011,2011,419.8,06/20/2011 07:00:00 AM +0000,India,"Birik on NH31A, Kalimpong",landslide,Landslide,Rain,0,0,Known_within_5_km,Medium,Kalimpang,0.5091,Bengal,,3293,31.1838,76.9907
POINT (78.43990000000015 30.73330000000007),812,7/10/2011,7,Jul,Uttarakhand 2011,2011,433.3,07/10/2011 07:00:00 AM +0000,India,Nalupani area in Uttarkashi district,landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Uttarkashi,0.50842,Uttarakhand,,2467,31.13,77.09
POINT (94.10950000000018 25.67030000000008),814,6/21/2011,6,Jun,Nagaland 2011,2011,374.2,06/21/2011 07:00:00 AM +0000,India,"Lasumi village in Phek district, Kohima",landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Kohima,0.50696,Nagaland,,186079,29.9121,78.1723
POINT (94.10950000000018 25.67030000000008),815,7/11/2011,7,Jul,Nagaland 2011,2011,313.3,07/11/2011 07:00:00 AM +0000,India,"NH-61, 1 km before reaching Botsa",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Kohima,0.50696,Nagaland,,2467,31.0655,77.1325
POINT (93.94820000000014 24.8063000000001),824,6/28/2011,6,Jun,Manipur 2011,2011,374.2,06/28/2011 07:00:00 AM +0000,India,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",landslide,Landslide,Rain,0,0,Known_within_50_km,Medium,Imphal,0.44836,Manipur,,1464,27.5161,88.5575
POINT (93.94820000000014 24.8063000000001),825,7/6/2011,7,Jul,Manipur 2011,2011,313.3,07/06/2011 07:00:00 AM +0000,India,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",landslide,Landslide,Downpour,6,0,Known_within_50_km,Medium,Imphal,0.44836,Manipur,,899094,26.149,91.7351
POINT (78.03190000000014 30.32140000000007),832,7/6/2011,7,Jul,Uttarakhand 2011,2011,433.3,07/06/2011 07:00:00 AM +0000,India,"Gangortri-Rishikesh highway, at Narendranagar in Tehri district of Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Dehradun,0.38784,Uttarakhand,,28217,31.7017,76.973
POINT (88.28000000000017 26.880000000000077),833,6/17/2011,6,Jun,Bengal 2011,2011,419.8,06/17/2011 07:00:00 AM +0000,India,"St Mary's Hill, 3 km from Kurseong, West Bengal",landslide,Mudslide,Downpour,4,0,Known_within_5_km,Large,Karsiyang,0.38718,Bengal,,173503,31.1066,77.209
POINT (73.81190000000011 15.593100000000065),835,6/17/2011,6,Jun,Goa 2011,2011,857,06/17/2011 07:00:00 AM +0000,India,"Angod, Mapusa",landslide,Landslide,Rain,0,0,Known_within_5_km,Medium,Mapuca,0.35709,Goa,,33408,9.7268,76.8081
POINT (74.85600000000014 12.914100000000088),836,6/27/2011,6,Jun,Karnataka 2011,2011,1018.4,06/27/2011 07:00:00 AM +0000,India,"Karnataka coast, Mangalore",landslide,Landslide,Downpour,0,0,Known_within_5_km,Large,Mangalore,0.34667,Karnataka,,417387,12.901,74.8888
POINT (76.93130000000016 31.707700000000077),837,8/13/2011,8,Aug,Himachal Pradesh 2011,2011,380.2,08/13/2011 07:00:00 AM +0000,India,"Manali-Leh highway, Rohtang pass",landslide,Landslide,Downpour,2,0,Known_within_5_km,Medium,Mandi,0.3434,Himachal Pradesh,,417387,12.901,74.8888
POINT (76.93160000000013 31.708300000000094),848,8/6/2011,8,Aug,Himachal Pradesh 2011,2011,380.2,08/06/2011 07:00:00 AM +0000,India,Mandi on the Manali highway,landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Mandi,0.2763,Himachal Pradesh,,23900,29.1585,79.1464
POINT (76.93160000000013 31.708300000000094),849,8/7/2011,8,Aug,Himachal Pradesh 2011,2011,380.2,08/07/2011 07:00:00 AM +0000,India,On the Manali highway near Mandi,landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Mandi,0.2763,Himachal Pradesh,,7317,33.2537,75.2006
POINT (76.93160000000013 31.708300000000094),850,8/7/2011,8,Aug,Himachal Pradesh 2011,2011,380.2,08/07/2011 07:00:00 AM +0000,India,Shambal village near Mandi on the Manali highway,landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Mandi,0.2763,Himachal Pradesh,,11651,11.7095,76.074
POINT (73.94340000000012 15.593500000000079),852,6/14/2011,6,Jun,Goa 2011,2011,857,06/14/2011 07:00:00 AM +0000,India,"Narvem-Pilgao Road, Bicholim",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Dicholi,0.25017,Goa,,25753,30.4305,78.0803
POINT (72.71690000000012 24.59580000000008),853,8/9/2011,8,Aug,Rajasthan 2011,2011,166.8,08/09/2011 07:00:00 AM +0000,India,"Mount Abu, Harna Hanuman temple",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Ä?bu,0.2478,Rajasthan,,2467,31.0722,77.1402
POINT (74.34450000000011 34.2101000000001),866,4/6/2011,4,Apr,Kashmir 2011,2011,89,04/06/2011 07:00:00 AM +0000,India,"Latiefabad(?) and Khawar(Kawhar)(?) hamlets, Sheeri(?) area, Baramulla district",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Baramala,0.19447,Kashmir,,2000,26.1699,91.7986
POINT (76.93300000000012 31.709900000000093),868,7/10/2011,7,Jul,Himachal Pradesh 2011,2011,177.7,07/10/2011 07:00:00 AM +0000,India,Mandi district,landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Mandi,0.1712,Himachal Pradesh,,2000,26.1309,91.8383
POINT (88.27790000000013 26.881100000000085),869,6/17/2011,6,Jun,Bengal 2011,2011,419.8,06/17/2011 07:00:00 AM +0000,India,"Kurseong, West Bengal",landslide,Landslide,Rain,0,0,Known_within_5_km,Medium,Karsiyang,0.16768,Bengal,,17516,26.1665,91.7049
POINT (77.52060000000013 10.449700000000073),883,10/15/2011,10,Oct,Tamil Nadu 2011,2011,200.4,10/15/2011 07:00:00 AM +0000,India,"Palani, Dindigul district",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Palani,0.078,Tamil Nadu,,6133,27.201,88.4883
POINT (76.93540000000014 11.299300000000084),884,6/16/2011,6,Jun,Tamil Nadu 2011,2011,56,06/16/2011 07:00:00 AM +0000,India,Munjur near Mettupalayam,landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Mettupalayam,0.07515,Tamil Nadu,,26893,32.5282,75.1199
POINT (96.15170000000015 28.825400000000084),1,6/2/2012,6,Jun,Arunachal Pradesh 2012,2012,645.8,06/02/2012 07:00:00 AM +0000,India,"Arunachal Pradesh, Dibang,",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Motuo,98.40115,Arunachal Pradesh,,33408,9.6991,76.8168
POINT (77.88760000000015 33.30300000000008),3,9/16/2012,9,Sep,Kashmir 2012,2012,106.7,09/16/2012 07:00:00 AM +0000,India,"Manali-Leh hwy, Kullu",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Padam,95.0457,Kashmir,,53622,17.3895,78.499
POINT (78.07100000000015 32.22780000000009),4,8/18/2012,8,Aug,Himachal Pradesh 2012,2012,280.6,08/18/2012 07:00:00 AM +0000,India,"Kaza, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Sarahan,83.81164,Himachal Pradesh,,2000,26.1407,91.7645
POINT (95.86000000000017 28.465900000000058),7,4/8/2012,4,Apr,Arunachal Pradesh 2012,2012,403.4,04/08/2012 07:00:00 AM +0000,India,"Endulin Nallah, Mayodia, 17-camp, 83-camp",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Tezu,66.76148,Arunachal Pradesh,,66390,30.1281,78.3221
POINT (94.88850000000016 28.998600000000092),15,7/5/2012,7,Jul,Arunachal Pradesh 2012,2012,638.9,07/05/2012 07:00:00 AM +0000,India,"Tuting, Upper Siang , Arunachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Large,Damnyain,52.64616,Arunachal Pradesh,,265331,23.7527,92.694
POINT (93.67950000000016 25.160400000000063),26,3/4/2012,3,Mar,Manipur 2012,2012,20.3,03/04/2012 08:00:00 AM +0000,India,Tamei constituency in Tamenlong district,landslide,Landslide,Unknown,0,0,Known_within_25_km,Medium,Imphal,47.30334,Manipur,,33748,26.2363,94.8133
POINT (77.99880000000014 34.01230000000007),49,7/7/2012,7,Jul,Kashmir 2012,2012,118.8,07/07/2012 07:00:00 AM +0000,India,"Ladakh, Leh",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Leh,41.86174,Kashmir,,2000,32.17,77.1788
POINT (93.54440000000015 24.81420000000005),54,6/10/2012,6,Jun,Manipur 2012,2012,396.2,06/10/2012 07:00:00 AM +0000,India,"Imphal-Jiribam section of NH-37 , Manipur",landslide,Landslide,Downpour,0,0,Known_within_50_km,Very_large,Imphal,40.42735,Manipur,,11248,9.8306,76.9408
POINT (88.55600000000013 27.838500000000092),70,9/19/2012,9,Sep,Sikkim 2012,2012,434.7,09/19/2012 07:00:00 AM +0000,India,"North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)",landslide,Landslide,Downpour,20,0,Known_within_10_km,Large,Mangan,36.59477,Sikkim,,1464,27.478,88.527
POINT (74.94990000000014 34.611300000000064),73,8/21/2012,8,Aug,Kashmir 2012,2012,264.9,08/21/2012 07:00:00 AM +0000,India,"Barnoi, Bandipora, Kashmir",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Bandipura,35.58303,Kashmir,,8341,32.2282,77.1898
POINT (88.63200000000015 27.7565000000001),94,6/7/2012,6,Jun,Sikkim 2012,2012,604.2,06/07/2012 07:00:00 AM +0000,India,"Nathang Maong, Sikkim",landslide,Landslide,Downpour,7,0,Known_within_25_km,Large,Mangan,29.42771,Sikkim,,17516,26.1662,91.7138
POINT (74.73620000000012 34.65070000000006),113,3/19/2012,3,Mar,Kashmir 2012,2012,45.2,03/19/2012 07:00:00 AM +0000,India,"Gurez, Kashmir",landslide,Rockfall,Rain,1,0,Known_within_10_km,Medium,Bandipura,27.2437,Kashmir,,80447,32.9522,75.1533
POINT (95.22530000000016 27.845800000000082),119,9/19/2012,9,Sep,Arunachal Pradesh 2012,2012,724.9,09/19/2012 07:00:00 AM +0000,India,Â Arunachal PradeshÂ ,landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Pasighat,26.39832,Arunachal Pradesh,,132842,25.5576,91.8506
POINT (92.35670000000013 25.095100000000084),126,6/13/2012,6,Jun,Assam 2012,2012,729.7,06/13/2012 07:00:00 AM +0000,India,"NH44, Malidhor area,  Baleswar",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Karamganj,25.02475,Assam,,899094,26.1548,91.7351
POINT (88.55770000000015 27.716700000000085),146,6/3/2012,6,Jun,Sikkim 2012,2012,604.2,06/03/2012 07:00:00 AM +0000,India,"lachen, Sikkim",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Mangan,23.21205,Sikkim,,899094,26.1619,91.7697
POINT (76.9299000000001 9.552700000000081),149,8/17/2012,8,Aug,Kerala 2012,2012,501.6,08/17/2012 07:00:00 AM +0000,India,"Pullupara, Perunanthanam, kerala",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Erattupetta,22.89633,Kerala,,58562,18.7624,73.3747
POINT (76.03760000000013 11.40500000000004),179,7/22/2012,7,Jul,Kerala 2012,2012,326.6,07/22/2012 07:00:00 AM +0000,India,"Pulloorampara, Kerala",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Mavoor,20.20958,Kerala,,8341,32.2862,77.1613
POINT (92.07570000000013 25.549800000000086),189,6/13/2012,6,Jun,Meghalaya 2012,2012,729.7,06/13/2012 07:00:00 AM +0000,India,"NH44, Kuliang",landslide,Landslide,Downpour,0,0,Unknown,Medium,Shillong,19.46712,Meghalaya,,18013,13.6529,79.3439
POINT (88.60500000000016 27.655800000000085),220,9/19/2012,9,Sep,Sikkim 2012,2012,434.7,09/19/2012 07:00:00 AM +0000,India,"Â Chungthang and Pegong. Houses, between Rangma and Chungthang",landslide,Landslide,Downpour,0,0,Known_within_10_km,Large,Mangan,18.14812,Sikkim,,25753,30.4326,78.0767
POINT (95.80110000000016 27.17400000000006),223,6/25/2012,6,Jun,Arunachal Pradesh 2012,2012,645.8,06/25/2012 07:00:00 AM +0000,India,"Tirap , Arunachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_10_km,Large,Margherita,18.01926,Arunachal Pradesh,,34021,26.3335,94.5512
POINT (92.85730000000015 25.11750000000009),247,6/3/2012,6,Jun,Assam 2012,2012,729.7,06/03/2012 07:00:00 AM +0000,India,"Â between Harangajao and Mailongdisa, Assa,",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Haflong,16.97606,Assam,,18742,26.72,95.029
POINT (78.32330000000015 30.617900000000105),249,8/17/2012,8,Aug,Uttarakhand 2012,2012,419.5,08/17/2012 07:00:00 AM +0000,India,"Gangotri-Rishikesh hwy, Uttarakhand (mid-point of road -exact location unknown)",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Uttarkashi,16.92829,Uttarakhand,,100000,19.1711,73.0207
POINT (77.14980000000016 9.823200000000051),254,8/17/2012,8,Aug,Tamil Nadu 2012,2012,98,08/17/2012 07:00:00 AM +0000,India,"Idukki-Kattappana Rd, keralaÂ (Mid-point of rd)",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Kombai,16.22171,Tamil Nadu,,18742,26.7215,95.0283
POINT (76.74160000000013 10.001100000000074),296,8/17/2012,8,Aug,Kerala 2012,2012,501.6,08/17/2012 07:00:00 AM +0000,India,"Kadavoor, Erakulam, Kerala",landslide,Landslide,Downpour,6,0,Known_within_1_km,Medium,Kotamangalam,14.26241,Kerala,,18742,26.7225,95.0281
POINT (92.52170000000015 23.770500000000048),297,11/11/2012,11,Nov,Mizoram 2012,2012,32,11/11/2012 08:00:00 AM +0000,India,"Dapchhuah, Mamit, Mizoram",landslide,Landslide,Downpour,4,0,Known_within_5_km,Medium,Sairang,14.01872,Mizoram,,5470,15.5419,73.9214
POINT (77.28470000000011 30.73950000000011),328,8/24/2012,8,Aug,Himachal Pradesh 2012,2012,280.6,08/24/2012 07:00:00 AM +0000,India,"Sirmaur, Himachal Pradesh,",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Rajgarh,12.48798,Himachal Pradesh,,505241,28.6809,77.1958
POINT (79.56050000000013 30.659400000000094),339,8/17/2012,8,Aug,Uttarakhand 2012,2012,419.5,08/17/2012 07:00:00 AM +0000,India,"Chamoli, Uttarakhand",landslide,Landslide,Downpour,4,0,Known_within_5_km,Medium,Joshamath,11.49171,Uttarakhand,,784153,8.4951,76.921
POINT (88.64580000000015 27.174800000000086),347,6/7/2012,6,Jun,Sikkim 2012,2012,604.2,06/07/2012 07:00:00 AM +0000,India,"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",landslide,Landslide,Rain,7,0,Known_within_15_km,Large,Rangpo,11.12431,Sikkim,,8609,30.8522,76.991
POINT (72.9084000000001 19.624100000000073),350,9/4/2012,9,Sep,Maharashtra 2012,2012,249.4,09/04/2012 07:00:00 AM +0000,India,"Â Varai, Maharashtra",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Manor,11.10435,Maharashtra,,975857,34.0614,74.8162
POINT (76.71050000000015 10.007000000000073),355,8/17/2012,8,Aug,Kerala 2012,2012,501.6,08/17/2012 07:00:00 AM +0000,India,"Paingottoor, kerala,",landslide,Landslide,Downpour,2,0,Known_within_5_km,Medium,Kotamangalam,10.9951,Kerala,,123797,27.0605,88.255
POINT (77.72740000000012 20.855000000000096),410,6/20/2012,6,Jun,Maharashtra 2012,2012,67.9,06/20/2012 07:00:00 AM +0000,India,"Hwy 123, Badnera, Maharashtra,",landslide,Landslide,Downpour,3,0,Known_within_10_km,Large,Amravati,8.98583,Maharashtra,,11248,9.879,76.9683
POINT (77.10290000000012 31.022600000000097),418,9/18/2012,9,Sep,Himachal Pradesh 2012,2012,133.1,09/18/2012 07:00:00 AM +0000,India,"Jatog and Kaithlighat railway stations, Kaithleeghat, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Jutogh,8.68139,Himachal Pradesh,,515574,26.7324,88.4089
POINT (88.36030000000014 27.037700000000054),426,9/14/2012,9,Sep,Sikkim 2012,2012,434.7,09/14/2012 07:00:00 AM +0000,India,"Takdah, West Bengal",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Jorethang,8.50592,Sikkim,,1253,31.1191,77.5092
POINT (91.71620000000017 26.12260000000006),450,6/22/2012,6,Jun,Assam 2012,2012,729.7,06/22/2012 07:00:00 AM +0000,India,Lalunggaon near Gorchuk area,landslide,Landslide,Downpour,3,0,Known_within_5_km,Medium,Guwahati,7.45913,Assam,,3278,33.3893,75.203
POINT (76.88060000000014 11.338000000000033),456,10/21/2012,10,Oct,Tamil Nadu 2012,2012,235.2,10/21/2012 07:00:00 AM +0000,India,(Rail track between Kallar and Burliar)Tamil Nadu,landslide,Landslide,Rain,0,0,Known_within_10_km,Medium,Mettupalayam,7.2812,Tamil Nadu,,3278,33.4431,75.1915
POINT (91.73690000000013 26.104900000000068),458,6/25/2012,6,Jun,Assam 2012,2012,729.7,06/25/2012 07:00:00 AM +0000,India,"Sonaighuli area near Kahilipara, Guwahati City, Assam",landslide,Landslide,Downpour,1,0,Known_within_1_km,Large,Dispur,7.2318,Assam,,417387,12.896,74.8735
POINT (74.95970000000013 33.96390000000006),462,9/17/2012,9,Sep,Kashmir 2012,2012,106.7,09/17/2012 07:00:00 AM +0000,India,"Srinagar-Jammu Hwy, between Sheeri and Banihal,  Jammu and Kashmir(midpoint)",landslide,Landslide,Downpour,0,0,Unknown,Medium,Awantapur,7.08699,Kashmir,,15118,25.6633,94.4703
POINT (95.49930000000015 26.998600000000092),463,6/25/2012,6,Jun,Arunachal Pradesh 2012,2012,645.8,06/25/2012 07:00:00 AM +0000,India,"Khonsa, Arunachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Khonsa,6.97928,Arunachal Pradesh,,139497,29.2484,79.5371
POINT (75.81010000000012 26.87600000000006),513,5/30/2012,5,May,Rajasthan 2012,2012,10.4,05/30/2012 07:00:00 AM +0000,India,Jawaharlal Nehru Marg,landslide,Landslide,Downpour,0,0,Known_within_5_km,Large,Jaipur,5.31635,Rajasthan,,9106,33.0165,74.9437
POINT (77.19470000000014 32.179700000000054),526,8/18/2012,8,Aug,Himachal Pradesh 2012,2012,280.6,08/18/2012 07:00:00 AM +0000,India,Kullu-Manali-Rohtang,landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Nagar,5.01376,Himachal Pradesh,,26912,27.125,93.7145
POINT (72.89650000000013 19.033600000000053),543,9/4/2012,9,Sep,Maharashtra 2012,2012,249.4,09/04/2012 07:00:00 AM +0000,India,"Chembur, Mumbai, Maharashtra",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Mumbai,4.58143,Maharashtra,,64460,18.7654,73.364
POINT (76.32200000000014 10.077000000000064),554,10/22/2012,10,Oct,Kerala 2012,2012,187.5,10/22/2012 07:00:00 AM +0000,India,"(between Burliar and Kallar) Nilgiris, Tamil Nadu,",landslide,Landslide,Rain,0,0,Known_within_1_km,Medium,Elar,4.38986,Kerala,,44493,24.6596,93.9784
POINT (91.73560000000012 26.14750000000006),559,6/2/2012,6,Jun,Assam 2012,2012,729.7,06/02/2012 07:00:00 AM +0000,India,"Guwahati, Assam",landslide,Landslide,Downpour,0,0,Known_within_5_km,Large,Guwahati,4.21344,Assam,,27611,30.383,78.5094
POINT (91.73510000000014 26.149000000000083),565,6/20/2012,6,Jun,Assam 2012,2012,729.7,06/20/2012 07:00:00 AM +0000,India,"Lalunggaon, Guwahati,  Assam",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Guwahati,4.06526,Assam,,265331,23.7327,92.7463
POINT (77.20900000000013 31.106600000000103),567,7/5/2012,7,Jul,Himachal Pradesh 2012,2012,241.5,07/05/2012 07:00:00 AM +0000,India,"Dhalli, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Shimla,4.04992,Himachal Pradesh,,26893,32.5659,75.0944
POINT (76.80810000000015 9.726800000000035),568,8/17/2012,8,Aug,Kerala 2012,2012,501.6,08/17/2012 07:00:00 AM +0000,India,"Palomala, Thaland",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Erattupetta,4.02155,Kerala,,37475,34.1619,77.5528
POINT (76.81680000000013 9.699100000000053),581,8/17/2012,8,Aug,Kerala 2012,2012,501.6,08/17/2012 07:00:00 AM +0000,India,"(Thalanadu - Teekoy hwy), Erattupetta, Kottayam (Thalanadu - Teekoy hwy)",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Erattupetta,3.67394,Kerala,,123797,27.0096,88.2548
POINT (78.3221000000001 30.1281000000001),584,7/5/2012,7,Jul,Uttarakhand 2012,2012,387.1,07/05/2012 07:00:00 AM +0000,India,"Badrinath Rd,  Rishikesh, Uttarakhand",landslide,Landslide,Downpour,1,0,Known_within_1_km,Large,Rishakesh,3.63077,Uttarakhand,,1495,31.5304,77.7755
POINT (75.15330000000013 32.9522000000001),592,12/11/2012,12,Dec,Kashmir 2012,2012,57.8,12/11/2012 08:00:00 AM +0000,India,"Kashimir Valley, Jammu and kashmir",landslide,Mudslide,Rain,0,0,Known_within_25_km,Medium,Udhampur,3.503,Kashmir,,6133,27.2084,88.4909
POINT (75.85650000000011 11.837100000000031),644,8/17/2012,8,Aug,Kerala 2012,2012,501.6,08/17/2012 07:00:00 AM +0000,India,"Chonamala, Periyamata, vellampatta",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Periya,2.55859,Kerala,,35021,10.2445,77.5146
